"B19013_001E","B19013_001M","GEO_ID","NAME"
"Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","id","Geographic Area Name"
"71475","21231","1500000US060750257013","Block Group 3, Census Tract 257.01, San Francisco County, California"
"68519","26745","1500000US060750257021","Block Group 1, Census Tract 257.02, San Francisco County, California"
"65806","19063","1500000US060750257022","Block Group 2, Census Tract 257.02, San Francisco County, California"
"100917","29461","1500000US060750257023","Block Group 3, Census Tract 257.02, San Francisco County, California"
"117750","35006","1500000US060750258001","Block Group 1, Census Tract 258, San Francisco County, California"
"49152","38735","1500000US060750258002","Block Group 2, Census Tract 258, San Francisco County, California"
"91838","47157","1500000US060750259001","Block Group 1, Census Tract 259, San Francisco County, California"
"96771","32989","1500000US060750259002","Block Group 2, Census Tract 259, San Francisco County, California"
"121316","35466","1500000US060750259003","Block Group 3, Census Tract 259, San Francisco County, California"
"93125","34098","1500000US060750260011","Block Group 1, Census Tract 260.01, San Francisco County, California"
"66806","27954","1500000US060750260012","Block Group 2, Census Tract 260.01, San Francisco County, California"
"99044","22460","1500000US060750260021","Block Group 1, Census Tract 260.02, San Francisco County, California"
"123088","19017","1500000US060750260022","Block Group 2, Census Tract 260.02, San Francisco County, California"
"104239","30480","1500000US060750260031","Block Group 1, Census Tract 260.03, San Francisco County, California"
"84097","6885","1500000US060750260032","Block Group 2, Census Tract 260.03, San Francisco County, California"
"94091","29191","1500000US060750260041","Block Group 1, Census Tract 260.04, San Francisco County, California"
"86989","49184","1500000US060750260042","Block Group 2, Census Tract 260.04, San Francisco County, California"
"93750","59181","1500000US060750261001","Block Group 1, Census Tract 261, San Francisco County, California"
"97000","31352","1500000US060750261002","Block Group 2, Census Tract 261, San Francisco County, California"
"103929","46738","1500000US060750261003","Block Group 3, Census Tract 261, San Francisco County, California"
"107868","26793","1500000US060750261004","Block Group 4, Census Tract 261, San Francisco County, California"
"72219","17824","1500000US060750262001","Block Group 1, Census Tract 262, San Francisco County, California"
"88750","14833","1500000US060750262002","Block Group 2, Census Tract 262, San Francisco County, California"
"85771","20623","1500000US060750262003","Block Group 3, Census Tract 262, San Francisco County, California"
"69282","13257","1500000US060750262004","Block Group 4, Census Tract 262, San Francisco County, California"
"107426","48026","1500000US060750262005","Block Group 5, Census Tract 262, San Francisco County, California"
"56178","5397","1500000US060750263011","Block Group 1, Census Tract 263.01, San Francisco County, California"
"72926","16063","1500000US060750263012","Block Group 2, Census Tract 263.01, San Francisco County, California"
"124625","82607","1500000US060750263013","Block Group 3, Census Tract 263.01, San Francisco County, California"
"87898","30369","1500000US060750263021","Block Group 1, Census Tract 263.02, San Francisco County, California"
"94856","28874","1500000US060750263022","Block Group 2, Census Tract 263.02, San Francisco County, California"
"86841","5608","1500000US060750263023","Block Group 3, Census Tract 263.02, San Francisco County, California"
"101012","33600","1500000US060750263031","Block Group 1, Census Tract 263.03, San Francisco County, California"
"86809","24770","1500000US060750263032","Block Group 2, Census Tract 263.03, San Francisco County, California"
"80132","13805","1500000US060750264011","Block Group 1, Census Tract 264.01, San Francisco County, California"
"77957","11310","1500000US060750264012","Block Group 2, Census Tract 264.01, San Francisco County, California"
"76304","22546","1500000US060750264021","Block Group 1, Census Tract 264.02, San Francisco County, California"
"82321","37597","1500000US060750264022","Block Group 2, Census Tract 264.02, San Francisco County, California"
"88594","25332","1500000US060750264023","Block Group 3, Census Tract 264.02, San Francisco County, California"
"92000","20716","1500000US060750264031","Block Group 1, Census Tract 264.03, San Francisco County, California"
"76325","24207","1500000US060750264032","Block Group 2, Census Tract 264.03, San Francisco County, California"
"82813","31409","1500000US060750264041","Block Group 1, Census Tract 264.04, San Francisco County, California"
"50833","17500","1500000US060750264042","Block Group 2, Census Tract 264.04, San Francisco County, California"
"155473","24051","1500000US060750301011","Block Group 1, Census Tract 301.01, San Francisco County, California"
"102031","53275","1500000US060750301012","Block Group 2, Census Tract 301.01, San Francisco County, California"
"106851","93223","1500000US060750301013","Block Group 3, Census Tract 301.01, San Francisco County, California"
"150649","26042","1500000US060750301014","Block Group 4, Census Tract 301.01, San Francisco County, California"
"129145","38566","1500000US060750301021","Block Group 1, Census Tract 301.02, San Francisco County, California"
"139203","30017","1500000US060750301022","Block Group 2, Census Tract 301.02, San Francisco County, California"
"155985","80588","1500000US060750301023","Block Group 3, Census Tract 301.02, San Francisco County, California"
"115962","17421","1500000US060750302011","Block Group 1, Census Tract 302.01, San Francisco County, California"
"94500","40452","1500000US060750302012","Block Group 2, Census Tract 302.01, San Francisco County, California"
"149769","72702","1500000US060750302013","Block Group 3, Census Tract 302.01, San Francisco County, California"
"113631","60806","1500000US060750302021","Block Group 1, Census Tract 302.02, San Francisco County, California"
"132266","23185","1500000US060750302022","Block Group 2, Census Tract 302.02, San Francisco County, California"
"103750","63040","1500000US060750302023","Block Group 3, Census Tract 302.02, San Francisco County, California"
"-","**","1500000US060750303011","Block Group 1, Census Tract 303.01, San Francisco County, California"
"230804","135983","1500000US060750303012","Block Group 2, Census Tract 303.01, San Francisco County, California"
"134519","24043","1500000US060750303013","Block Group 3, Census Tract 303.01, San Francisco County, California"
"213661","81592","1500000US060750303014","Block Group 4, Census Tract 303.01, San Francisco County, California"
"122344","48716","1500000US060750303021","Block Group 1, Census Tract 303.02, San Francisco County, California"
"205590","27613","1500000US060750303022","Block Group 2, Census Tract 303.02, San Francisco County, California"
"117167","18102","1500000US060750303023","Block Group 3, Census Tract 303.02, San Francisco County, California"
"131172","50637","1500000US060750304001","Block Group 1, Census Tract 304, San Francisco County, California"
"199500","81882","1500000US060750304002","Block Group 2, Census Tract 304, San Francisco County, California"
"174844","40641","1500000US060750304003","Block Group 3, Census Tract 304, San Francisco County, California"
"207050","67390","1500000US060750304004","Block Group 4, Census Tract 304, San Francisco County, California"
"120313","30651","1500000US060750304005","Block Group 5, Census Tract 304, San Francisco County, California"
"171176","26135","1500000US060750305001","Block Group 1, Census Tract 305, San Francisco County, California"
"167115","30690","1500000US060750305002","Block Group 2, Census Tract 305, San Francisco County, California"
"-","**","1500000US060750305003","Block Group 3, Census Tract 305, San Francisco County, California"
"175156","20380","1500000US060750306001","Block Group 1, Census Tract 306, San Francisco County, California"
"117056","29438","1500000US060750306002","Block Group 2, Census Tract 306, San Francisco County, California"
"225893","24937","1500000US060750306003","Block Group 3, Census Tract 306, San Francisco County, California"
"162886","10550","1500000US060750307001","Block Group 1, Census Tract 307, San Francisco County, California"
"220673","107822","1500000US060750307002","Block Group 2, Census Tract 307, San Francisco County, California"
"171902","26078","1500000US060750307003","Block Group 3, Census Tract 307, San Francisco County, California"
"166765","45259","1500000US060750308001","Block Group 1, Census Tract 308, San Francisco County, California"
"179213","57125","1500000US060750308002","Block Group 2, Census Tract 308, San Francisco County, California"
"240078","26125","1500000US060750308003","Block Group 3, Census Tract 308, San Francisco County, California"
"191397","49174","1500000US060750308004","Block Group 4, Census Tract 308, San Francisco County, California"
"115588","54240","1500000US060750308005","Block Group 5, Census Tract 308, San Francisco County, California"
"174931","87689","1500000US060750309001","Block Group 1, Census Tract 309, San Francisco County, California"
"164444","123819","1500000US060750309002","Block Group 2, Census Tract 309, San Francisco County, California"
"231544","102927","1500000US060750309003","Block Group 3, Census Tract 309, San Francisco County, California"
"172734","89465","1500000US060750309004","Block Group 4, Census Tract 309, San Francisco County, California"
"250,000+","***","1500000US060750309005","Block Group 5, Census Tract 309, San Francisco County, California"
"148750","132174","1500000US060750309006","Block Group 6, Census Tract 309, San Francisco County, California"
"151023","44786","1500000US060750309007","Block Group 7, Census Tract 309, San Francisco County, California"
"182188","46044","1500000US060750310001","Block Group 1, Census Tract 310, San Francisco County, California"
"124458","21764","1500000US060750310002","Block Group 2, Census Tract 310, San Francisco County, California"
"136701","24194","1500000US060750310003","Block Group 3, Census Tract 310, San Francisco County, California"
"202598","43986","1500000US060750311001","Block Group 1, Census Tract 311, San Francisco County, California"
"141083","76606","1500000US060750311002","Block Group 2, Census Tract 311, San Francisco County, California"
"183750","129807","1500000US060750311003","Block Group 3, Census Tract 311, San Francisco County, California"
"100809","19538","1500000US060750311004","Block Group 4, Census Tract 311, San Francisco County, California"
"132167","48437","1500000US060750311005","Block Group 5, Census Tract 311, San Francisco County, California"
"82138","6786","1500000US060750312011","Block Group 1, Census Tract 312.01, San Francisco County, California"
"73229","50758","1500000US060750312012","Block Group 2, Census Tract 312.01, San Francisco County, California"
"95962","13000","1500000US060750312013","Block Group 3, Census Tract 312.01, San Francisco County, California"
"91136","39899","1500000US060750312014","Block Group 4, Census Tract 312.01, San Francisco County, California"
"86250","34772","1500000US060750312021","Block Group 1, Census Tract 312.02, San Francisco County, California"
"107045","39486","1500000US060750312022","Block Group 2, Census Tract 312.02, San Francisco County, California"
"106250","26341","1500000US060750313011","Block Group 1, Census Tract 313.01, San Francisco County, California"
"109286","25692","1500000US060750313012","Block Group 2, Census Tract 313.01, San Francisco County, California"
"103125","27518","1500000US060750313013","Block Group 3, Census Tract 313.01, San Francisco County, California"
"64063","19774","1500000US060750313021","Block Group 1, Census Tract 313.02, San Francisco County, California"
"83233","17812","1500000US060750313022","Block Group 2, Census Tract 313.02, San Francisco County, California"
"96582","11086","1500000US060750313023","Block Group 3, Census Tract 313.02, San Francisco County, California"
"81161","24001","1500000US060750314001","Block Group 1, Census Tract 314, San Francisco County, California"
"66154","34178","1500000US060750314002","Block Group 2, Census Tract 314, San Francisco County, California"
"87261","18155","1500000US060750314003","Block Group 3, Census Tract 314, San Francisco County, California"
"82708","42209","1500000US060750314004","Block Group 4, Census Tract 314, San Francisco County, California"
"86444","11801","1500000US060750314005","Block Group 5, Census Tract 314, San Francisco County, California"
"114792","34746","1500000US060750326011","Block Group 1, Census Tract 326.01, San Francisco County, California"
"106607","85684","1500000US060750326012","Block Group 2, Census Tract 326.01, San Francisco County, California"
"120882","64429","1500000US060750326013","Block Group 3, Census Tract 326.01, San Francisco County, California"
"112279","31719","1500000US060750326021","Block Group 1, Census Tract 326.02, San Francisco County, California"
"104500","36449","1500000US060750326022","Block Group 2, Census Tract 326.02, San Francisco County, California"
"84583","58275","1500000US060750326023","Block Group 3, Census Tract 326.02, San Francisco County, California"
"64350","23235","1500000US060750327001","Block Group 1, Census Tract 327, San Francisco County, California"
"158696","36729","1500000US060750327002","Block Group 2, Census Tract 327, San Francisco County, California"
"146667","79377","1500000US060750327003","Block Group 3, Census Tract 327, San Francisco County, California"
"117228","67050","1500000US060750327004","Block Group 4, Census Tract 327, San Francisco County, California"
"128472","60087","1500000US060750327005","Block Group 5, Census Tract 327, San Francisco County, California"
"133456","29335","1500000US060750327006","Block Group 6, Census Tract 327, San Francisco County, California"
"80365","29859","1500000US060750327007","Block Group 7, Census Tract 327, San Francisco County, California"
"83859","34563","1500000US060750328011","Block Group 1, Census Tract 328.01, San Francisco County, California"
"116114","24624","1500000US060750328012","Block Group 2, Census Tract 328.01, San Francisco County, California"
"148125","52935","1500000US060750328013","Block Group 3, Census Tract 328.01, San Francisco County, California"
"94091","27521","1500000US060750328021","Block Group 1, Census Tract 328.02, San Francisco County, California"
"111154","28618","1500000US060750328022","Block Group 2, Census Tract 328.02, San Francisco County, California"
"151016","36314","1500000US060750328023","Block Group 3, Census Tract 328.02, San Francisco County, California"
"134219","51278","1500000US060750329011","Block Group 1, Census Tract 329.01, San Francisco County, California"
"122955","28278","1500000US060750329012","Block Group 2, Census Tract 329.01, San Francisco County, California"
"136979","67282","1500000US060750329013","Block Group 3, Census Tract 329.01, San Francisco County, California"
"122679","32620","1500000US060750329014","Block Group 4, Census Tract 329.01, San Francisco County, California"
"92563","25937","1500000US060750329021","Block Group 1, Census Tract 329.02, San Francisco County, California"
"130592","49925","1500000US060750329022","Block Group 2, Census Tract 329.02, San Francisco County, California"
"109244","29552","1500000US060750329023","Block Group 3, Census Tract 329.02, San Francisco County, California"
"99219","73206","1500000US060750330001","Block Group 1, Census Tract 330, San Francisco County, California"
"134375","62354","1500000US060750330002","Block Group 2, Census Tract 330, San Francisco County, California"
"137667","16653","1500000US060750330003","Block Group 3, Census Tract 330, San Francisco County, California"
"134044","38602","1500000US060750330004","Block Group 4, Census Tract 330, San Francisco County, California"
"115069","73210","1500000US060750330005","Block Group 5, Census Tract 330, San Francisco County, California"
"91641","40736","1500000US060750330006","Block Group 6, Census Tract 330, San Francisco County, California"
"54207","21863","1500000US060750331001","Block Group 1, Census Tract 331, San Francisco County, California"
"135990","75412","1500000US060750331002","Block Group 2, Census Tract 331, San Francisco County, California"
"116875","27757","1500000US060750331003","Block Group 3, Census Tract 331, San Francisco County, California"
"158988","45213","1500000US060750331004","Block Group 4, Census Tract 331, San Francisco County, California"
"35377","6624","1500000US060750332011","Block Group 1, Census Tract 332.01, San Francisco County, California"
"44967","21067","1500000US060750332031","Block Group 1, Census Tract 332.03, San Francisco County, California"
"78417","38381","1500000US060750332032","Block Group 2, Census Tract 332.03, San Francisco County, California"
"65714","47623","1500000US060750332041","Block Group 1, Census Tract 332.04, San Francisco County, California"
"96125","31479","1500000US060750332042","Block Group 2, Census Tract 332.04, San Francisco County, California"
"67679","19449","1500000US060750332043","Block Group 3, Census Tract 332.04, San Francisco County, California"
"116033","53676","1500000US060750351001","Block Group 1, Census Tract 351, San Francisco County, California"
"118064","40178","1500000US060750351002","Block Group 2, Census Tract 351, San Francisco County, California"
"141111","72985","1500000US060750351003","Block Group 3, Census Tract 351, San Francisco County, California"
"157404","65213","1500000US060750351004","Block Group 4, Census Tract 351, San Francisco County, California"
"208095","61351","1500000US060750351005","Block Group 5, Census Tract 351, San Francisco County, California"
"109219","80233","1500000US060750351006","Block Group 6, Census Tract 351, San Francisco County, California"
"131667","39989","1500000US060750351007","Block Group 7, Census Tract 351, San Francisco County, California"
"89219","54710","1500000US060750352011","Block Group 1, Census Tract 352.01, San Francisco County, California"
"75625","31299","1500000US060750352012","Block Group 2, Census Tract 352.01, San Francisco County, California"
"107222","16715","1500000US060750352013","Block Group 3, Census Tract 352.01, San Francisco County, California"
"86875","33870","1500000US060750352014","Block Group 4, Census Tract 352.01, San Francisco County, California"
"108438","24552","1500000US060750352015","Block Group 5, Census Tract 352.01, San Francisco County, California"
"90882","30794","1500000US060750352021","Block Group 1, Census Tract 352.02, San Francisco County, California"
"79469","20244","1500000US060750352022","Block Group 2, Census Tract 352.02, San Francisco County, California"
"104861","19639","1500000US060750352023","Block Group 3, Census Tract 352.02, San Francisco County, California"
"177500","46304","1500000US060750353001","Block Group 1, Census Tract 353, San Francisco County, California"
"47965","6452","1500000US060750353002","Block Group 2, Census Tract 353, San Francisco County, California"
"93095","64044","1500000US060750353003","Block Group 3, Census Tract 353, San Francisco County, California"
"-","**","1500000US060750353004","Block Group 4, Census Tract 353, San Francisco County, California"
"100398","30630","1500000US060750353005","Block Group 5, Census Tract 353, San Francisco County, California"
"86953","56256","1500000US060750353006","Block Group 6, Census Tract 353, San Francisco County, California"
"132692","46824","1500000US060750354001","Block Group 1, Census Tract 354, San Francisco County, California"
"146823","49375","1500000US060750354002","Block Group 2, Census Tract 354, San Francisco County, California"
"-","**","1500000US060750354003","Block Group 3, Census Tract 354, San Francisco County, California"
"101845","22978","1500000US060750354004","Block Group 4, Census Tract 354, San Francisco County, California"
"-","**","1500000US060750354005","Block Group 5, Census Tract 354, San Francisco County, California"
"119097","12777","1500000US060750401001","Block Group 1, Census Tract 401, San Francisco County, California"
"104750","45946","1500000US060750401002","Block Group 2, Census Tract 401, San Francisco County, California"
"111094","45433","1500000US060750401003","Block Group 3, Census Tract 401, San Francisco County, California"
"101367","14071","1500000US060750401004","Block Group 4, Census Tract 401, San Francisco County, California"
"103750","41600","1500000US060750402001","Block Group 1, Census Tract 402, San Francisco County, California"
"64348","54484","1500000US060750402002","Block Group 2, Census Tract 402, San Francisco County, California"
"122986","66904","1500000US060750402003","Block Group 3, Census Tract 402, San Francisco County, California"
"143821","47009","1500000US060750402004","Block Group 4, Census Tract 402, San Francisco County, California"
"83250","34545","1500000US060750426011","Block Group 1, Census Tract 426.01, San Francisco County, California"
"111676","19380","1500000US060750426012","Block Group 2, Census Tract 426.01, San Francisco County, California"
"130833","17789","1500000US060750426021","Block Group 1, Census Tract 426.02, San Francisco County, California"
"115625","70439","1500000US060750426022","Block Group 2, Census Tract 426.02, San Francisco County, California"
"132232","36148","1500000US060750426023","Block Group 3, Census Tract 426.02, San Francisco County, California"
"117953","21144","1500000US060750427001","Block Group 1, Census Tract 427, San Francisco County, California"
"85000","43394","1500000US060750427002","Block Group 2, Census Tract 427, San Francisco County, California"
"72946","38139","1500000US060750427003","Block Group 3, Census Tract 427, San Francisco County, California"
"166250","45747","1500000US060750428001","Block Group 1, Census Tract 428, San Francisco County, California"
"173333","69019","1500000US060750428002","Block Group 2, Census Tract 428, San Francisco County, California"
"250,000+","***","1500000US060750428003","Block Group 3, Census Tract 428, San Francisco County, California"
"171875","59543","1500000US060750451001","Block Group 1, Census Tract 451, San Francisco County, California"
"165529","38023","1500000US060750451002","Block Group 2, Census Tract 451, San Francisco County, California"
"99531","41225","1500000US060750451003","Block Group 3, Census Tract 451, San Francisco County, California"
"109402","55505","1500000US060750452001","Block Group 1, Census Tract 452, San Francisco County, California"
"99022","23630","1500000US060750452002","Block Group 2, Census Tract 452, San Francisco County, California"
"135284","77044","1500000US060750452003","Block Group 3, Census Tract 452, San Francisco County, California"
"135450","59495","1500000US060750452004","Block Group 4, Census Tract 452, San Francisco County, California"
"145913","76542","1500000US060750452005","Block Group 5, Census Tract 452, San Francisco County, California"
"84342","23263","1500000US060750476001","Block Group 1, Census Tract 476, San Francisco County, California"
"112500","31640","1500000US060750476002","Block Group 2, Census Tract 476, San Francisco County, California"
"166875","78497","1500000US060750476003","Block Group 3, Census Tract 476, San Francisco County, California"
"137375","48958","1500000US060750476004","Block Group 4, Census Tract 476, San Francisco County, California"
"96091","23445","1500000US060750477011","Block Group 1, Census Tract 477.01, San Francisco County, California"
"98958","31890","1500000US060750477012","Block Group 2, Census Tract 477.01, San Francisco County, California"
"75781","22217","1500000US060750477013","Block Group 3, Census Tract 477.01, San Francisco County, California"
"78333","37439","1500000US060750477021","Block Group 1, Census Tract 477.02, San Francisco County, California"
"87014","59219","1500000US060750477022","Block Group 2, Census Tract 477.02, San Francisco County, California"
"139063","40910","1500000US060750477023","Block Group 3, Census Tract 477.02, San Francisco County, California"
"135278","35392","1500000US060750478011","Block Group 1, Census Tract 478.01, San Francisco County, California"
"101891","31378","1500000US060750478012","Block Group 2, Census Tract 478.01, San Francisco County, California"
"89342","25241","1500000US060750478013","Block Group 3, Census Tract 478.01, San Francisco County, California"
"96435","28230","1500000US060750478021","Block Group 1, Census Tract 478.02, San Francisco County, California"
"104545","63120","1500000US060750478022","Block Group 2, Census Tract 478.02, San Francisco County, California"
"81500","25440","1500000US060750478023","Block Group 3, Census Tract 478.02, San Francisco County, California"
"107344","72022","1500000US060750479011","Block Group 1, Census Tract 479.01, San Francisco County, California"
"57560","30959","1500000US060750479012","Block Group 2, Census Tract 479.01, San Francisco County, California"
"163950","48144","1500000US060750479013","Block Group 3, Census Tract 479.01, San Francisco County, California"
"93313","31365","1500000US060750479014","Block Group 4, Census Tract 479.01, San Francisco County, California"
"123583","55976","1500000US060750479015","Block Group 5, Census Tract 479.01, San Francisco County, California"
"107578","63856","1500000US060750479021","Block Group 1, Census Tract 479.02, San Francisco County, California"
"110583","27016","1500000US060750479022","Block Group 2, Census Tract 479.02, San Francisco County, California"
"110417","25955","1500000US060750479023","Block Group 3, Census Tract 479.02, San Francisco County, California"
"208000","38966","1500000US060750601001","Block Group 1, Census Tract 601, San Francisco County, California"
"69182","8913","1500000US060750604001","Block Group 1, Census Tract 604, San Francisco County, California"
"13457","8800","1500000US060750605021","Block Group 1, Census Tract 605.02, San Francisco County, California"
"23534","6971","1500000US060750605022","Block Group 2, Census Tract 605.02, San Francisco County, California"
"53036","12111","1500000US060750605023","Block Group 3, Census Tract 605.02, San Francisco County, California"
"160577","23392","1500000US060750607001","Block Group 1, Census Tract 607, San Francisco County, California"
"238580","204819","1500000US060750607002","Block Group 2, Census Tract 607, San Francisco County, California"
"202989","126433","1500000US060750607003","Block Group 3, Census Tract 607, San Francisco County, California"
"93227","25761","1500000US060750610001","Block Group 1, Census Tract 610, San Francisco County, California"
"71813","18556","1500000US060750610002","Block Group 2, Census Tract 610, San Francisco County, California"
"20938","16471","1500000US060750611001","Block Group 1, Census Tract 611, San Francisco County, California"
"21384","3356","1500000US060750611002","Block Group 2, Census Tract 611, San Francisco County, California"
"16141","8781","1500000US060750611003","Block Group 3, Census Tract 611, San Francisco County, California"
"57500","17339","1500000US060750612001","Block Group 1, Census Tract 612, San Francisco County, California"
"71384","18022","1500000US060750612002","Block Group 2, Census Tract 612, San Francisco County, California"
"-","**","1500000US060750614001","Block Group 1, Census Tract 614, San Francisco County, California"
"153125","33559","1500000US060750614002","Block Group 2, Census Tract 614, San Francisco County, California"
"227154","24743","1500000US060750614003","Block Group 3, Census Tract 614, San Francisco County, California"
"207766","104954","1500000US060750615001","Block Group 1, Census Tract 615, San Francisco County, California"
"200452","63919","1500000US060750615002","Block Group 2, Census Tract 615, San Francisco County, California"
"236516","60135","1500000US060750615003","Block Group 3, Census Tract 615, San Francisco County, California"
"213168","52400","1500000US060750615004","Block Group 4, Census Tract 615, San Francisco County, California"
"-","**","1500000US060750615005","Block Group 5, Census Tract 615, San Francisco County, California"
"235495","72165","1500000US060750615006","Block Group 6, Census Tract 615, San Francisco County, California"
"154167","23620","1500000US060759802001","Block Group 1, Census Tract 9802, San Francisco County, California"
"139375","112728","1500000US060759803001","Block Group 1, Census Tract 9803, San Francisco County, California"
"-","**","1500000US060759804011","Block Group 1, Census Tract 9804.01, San Francisco County, California"
"12340","6367","1500000US060759805011","Block Group 1, Census Tract 9805.01, San Francisco County, California"
"66042","31556","1500000US060759806001","Block Group 1, Census Tract 9806, San Francisco County, California"
"-","**","1500000US060759809001","Block Group 1, Census Tract 9809, San Francisco County, California"
"-","**","1500000US060759901000","Block Group 0, Census Tract 9901, San Francisco County, California"
"75235","232","0400000US06","California"
"112449","1612","0500000US06075","San Francisco County, California"
"173333","69019","1500000US060750428002","Block Group 2, Census Tract 428, San Francisco County, California"
"57560","30959","1500000US060750479012","Block Group 2, Census Tract 479.01, San Francisco County, California"
"163950","48144","1500000US060750479013","Block Group 3, Census Tract 479.01, San Francisco County, California"
"154167","23620","1500000US060759802001","Block Group 1, Census Tract 9802, San Francisco County, California"
"-","**","1500000US060759901000","Block Group 0, Census Tract 9901, San Francisco County, California"
"106025","531","310M500US41860","San Francisco-Oakland-Berkeley, CA Metro Area"
